HCPCS,DESCRIPTION,RVU,FACTOR
47539,Perq plmt bile duct stent,8.75,36.0896
47540,Perq plmt bile duct stent,9.03,36.0896
47541,Plmt access bil tree sm bwl,6.75,36.0896
47542,Dilate biliary duct/ampulla,2.85,36.0896
47543,Endoluminal bx biliary tree,3.00,36.0896
47544,Removal duct glbldr calculi,3.28,36.0896
47550,Bile duct endoscopy add-on,3.02,36.0896
47552,Biliary endo perq dx w/speci,6.03,36.0896
47553,Biliary endoscopy thru skin,6.34,36.0896
47554,Biliary endoscopy thru skin,9.05,36.0896
47555,Biliary endoscopy thru skin,7.55,36.0896
47556,Biliary endoscopy thru skin,8.55,36.0896
47562,Laparoscopic cholecystectomy,10.47,36.0896
47563,Laparo cholecystectomy/graph,11.47,36.0896
47564,Laparo cholecystectomy/explr,18.00,36.0896
47570,Laparo cholecystoenterostomy,12.56,36.0896
47579,Laparoscope proc biliary,0.00,36.0896
47600,Removal of gallbladder,17.48,36.0896
47605,Removal of gallbladder,18.48,36.0896
47610,Removal of gallbladder,20.92,36.0896
47612,Removal of gallbladder,21.21,36.0896
47620,Removal of gallbladder,23.07,36.0896
47700,Exploration of bile ducts,16.50,36.0896
47701,Bile duct revision,28.73,36.0896
47711,Excision of bile duct tumor,25.90,36.0896
47712,Excision of bile duct tumor,33.72,36.0896
47715,Excision of bile duct cyst,21.55,36.0896
47720,Fuse gallbladder & bowel,18.34,36.0896
47721,Fuse upper gi structures,21.99,36.0896
47740,Fuse gallbladder & bowel,21.23,36.0896
47741,Fuse gallbladder & bowel,24.21,36.0896
47760,Fuse bile ducts and bowel,38.32,36.0896
47765,Fuse liver ducts & bowel,52.19,36.0896
47780,Fuse bile ducts and bowel,42.32,36.0896
47785,Fuse bile ducts and bowel,56.19,36.0896
47800,Reconstruction of bile ducts,26.17,36.0896
47801,Placement bile duct support,17.60,36.0896
47802,Fuse liver duct & intestine,24.93,36.0896
47900,Suture bile duct injury,22.44,36.0896
47999,Bile tract surgery procedure,0.00,36.0896
48000,Drainage of abdomen,31.95,36.0896
48001,Placement of drain pancreas,39.69,36.0896
48020,Removal of pancreatic stone,19.09,36.0896
48100,Biopsy of pancreas open,14.46,36.0896
48102,Needle biopsy pancreas,4.70,36.0896
48105,Resect/debride pancreas,49.26,36.0896
48120,Removal of pancreas lesion,18.41,36.0896
48140,Partial removal of pancreas,26.32,36.0896
48145,Partial removal of pancreas,27.39,36.0896
48146,Pancreatectomy,30.60,36.0896
48148,Removal of pancreatic duct,20.39,36.0896
48150,Partial removal of pancreas,52.84,36.0896
48152,Pancreatectomy,48.65,36.0896
48153,Pancreatectomy,52.79,36.0896
48154,Pancreatectomy,48.88,36.0896
48155,Removal of pancreas,29.45,36.0896
48160,Pancreas removal/transplant,0.00,36.0896
48400,Injection intraop add-on,1.95,36.0896
48500,Surgery of pancreatic cyst,18.16,36.0896
48510,Drain pancreatic pseudocyst,17.19,36.0896
48520,Fuse pancreas cyst and bowel,18.15,36.0896
48540,Fuse pancreas cyst and bowel,21.94,36.0896
48545,Pancreatorrhaphy,22.23,36.0896
48547,Duodenal exclusion,30.38,36.0896
48548,Fuse pancreas and bowel,28.09,36.0896
48550,Donor pancreatectomy,0.00,36.0896
48551,Prep donor pancreas,0.00,36.0896
48552,Prep donor pancreas/venous,4.30,36.0896
48554,Transpl allograft pancreas,37.80,36.0896
48556,Removal allograft pancreas,19.47,36.0896
48999,Pancreas surgery procedure,0.00,36.0896
49000,Exploration of abdomen,12.54,36.0896
49002,Reopening of abdomen,17.63,36.0896
49010,Exploration behind abdomen,16.06,36.0896
49013,Prpertl pel pack hemrrg trma,8.35,36.0896
49014,Reexploration pelvic wound,6.73,36.0896
49020,Drainage abdom abscess open,26.67,36.0896
49040,Drain open abdom abscess,16.52,36.0896
49060,Drain open retroperi abscess,18.53,36.0896
49062,Drain to peritoneal cavity,12.22,36.0896
49082,Abd paracentesis,1.24,36.0896
49083,Abd paracentesis w/imaging,2.00,36.0896
49084,Peritoneal lavage,2.00,36.0896
49180,Biopsy abdominal mass,1.73,36.0896
49185,Sclerotx fluid collection,2.35,36.0896
49203,Exc abd tum 5 cm or less,20.13,36.0896
49204,Exc abd tum over 5 cm,26.13,36.0896
49205,Exc abd tum over 10 cm,30.13,36.0896
49215,Excise sacral spine tumor,37.81,36.0896
49220,Multiple surgery abdomen,15.79,36.0896
49250,Excision of umbilicus,9.01,36.0896
49255,Removal of omentum,12.56,36.0896
49320,Diag laparo separate proc,5.14,36.0896
49321,Laparoscopy biopsy,5.44,36.0896
49322,Laparoscopy aspiration,6.01,36.0896
49323,Laparo drain lymphocele,10.23,36.0896
49324,Lap insert tunnel ip cath,6.32,36.0896
49325,Lap revision perm ip cath,6.82,36.0896
49326,Lap w/omentopexy add-on,3.50,36.0896
49327,Lap ins device for rt,2.38,36.0896
49329,Laparo proc abdm/per/oment,0.00,36.0896
49400,Air injection into abdomen,1.88,36.0896
49402,Remove foreign body adbomen,14.09,36.0896
49405,Image cath fluid colxn visc,4.00,36.0896
49406,Image cath fluid peri/retro,4.00,36.0896
49407,Image cath fluid trns/vgnl,4.25,36.0896
49411,Ins mark abd/pel for rt perq,3.57,36.0896
49412,Ins device for rt guide open,1.50,36.0896
49418,Insert tun ip cath perc,3.96,36.0896
49419,Insert tun ip cath w/port,7.08,36.0896
49421,Ins tun ip cath for dial opn,4.21,36.0896
49422,Remove tunneled ip cath,4.00,36.0896
49423,Exchange drainage catheter,1.46,36.0896
49424,Assess cyst contrast inject,0.76,36.0896
49425,Insert abdomen-venous drain,12.22,36.0896
49426,Revise abdomen-venous shunt,10.41,36.0896
49427,Injection abdominal shunt,0.89,36.0896
49428,Ligation of shunt,6.87,36.0896
49429,Removal of shunt,7.44,36.0896
49435,Insert subq exten to ip cath,2.25,36.0896
49436,Embedded ip cath exit-site,2.72,36.0896
49440,Place gastrostomy tube perc,3.93,36.0896
49441,Place duod/jej tube perc,4.52,36.0896
49442,Place cecostomy tube perc,3.75,36.0896
49446,Change g-tube to g-j perc,3.06,36.0896
49450,Replace g/c tube perc,1.36,36.0896
49451,Replace duod/jej tube perc,1.84,36.0896
49452,Replace g-j tube perc,2.86,36.0896
49460,Fix g/colon tube w/device,0.96,36.0896
49465,Fluoro exam of g/colon tube,0.62,36.0896
49491,Rpr hern preemie reduc,12.53,36.0896
49492,Rpr ing hern premie blocked,15.43,36.0896
49495,Rpr ing hernia baby reduc,6.20,36.0896
49496,Rpr ing hernia baby blocked,9.42,36.0896
49500,Rpr ing hernia init reduce,5.84,36.0896
49501,Rpr ing hernia init blocked,9.36,36.0896
49505,Prp i/hern init reduc >5 yr,7.96,36.0896
49507,Prp i/hern init block >5 yr,9.09,36.0896
49520,Rerepair ing hernia reduce,9.99,36.0896
49521,Rerepair ing hernia blocked,11.48,36.0896
49525,Repair ing hernia sliding,8.93,36.0896
49540,Repair lumbar hernia,10.74,36.0896
49550,Rpr rem hernia init reduce,8.99,36.0896
49553,Rpr fem hernia init blocked,9.92,36.0896
49555,Rerepair fem hernia reduce,9.39,36.0896
49557,Rerepair fem hernia blocked,11.62,36.0896
49560,Rpr ventral hern init reduc,11.92,36.0896
49561,Rpr ventral hern init block,15.38,36.0896
49565,Rerepair ventrl hern reduce,12.37,36.0896
49566,Rerepair ventrl hern block,15.53,36.0896
49568,Hernia repair w/mesh,4.88,36.0896
49570,Rpr epigastric hern reduce,6.05,36.0896
49572,Rpr epigastric hern blocked,7.87,36.0896
49580,Rpr umbil hern reduc < 5 yr,4.47,36.0896
49582,Rpr umbil hern block < 5 yr,7.13,36.0896
49585,Rpr umbil hern reduc > 5 yr,6.59,36.0896
49587,Rpr umbil hern block > 5 yr,7.08,36.0896
49590,Repair spigelian hernia,8.90,36.0896
49600,Repair umbilical lesion,11.55,36.0896
49605,Repair umbilical lesion,87.09,36.0896
49606,Repair umbilical lesion,19.00,36.0896
49610,Repair umbilical lesion,10.91,36.0896
49611,Repair umbilical lesion,9.34,36.0896
49650,Lap ing hernia repair init,6.36,36.0896
49651,Lap ing hernia repair recur,8.38,36.0896
49652,Lap vent/abd hernia repair,11.92,36.0896
49653,Lap vent/abd hern proc comp,14.94,36.0896
49654,Lap inc hernia repair,13.76,36.0896
49655,Lap inc hern repair comp,16.84,36.0896
49656,Lap inc hernia repair recur,15.08,36.0896
49657,Lap inc hern recur comp,22.11,36.0896
49659,Laparo proc hernia repair,0.00,36.0896
49900,Repair of abdominal wall,12.41,36.0896
49904,Omental flap extra-abdom,22.35,36.0896
49905,Omental flap intra-abdom,6.54,36.0896
49906,Free omental flap microvasc,0.00,36.0896
49999,Abdomen surgery procedure,0.00,36.0896
50010,Exploration of kidney,12.28,36.0896
50020,Renal abscess open drain,18.08,36.0896
50040,Drainage of kidney,16.68,36.0896
50045,Exploration of kidney,16.82,36.0896
5005F,Pt counsld on exam for moles,0.00,36.0896
50060,Removal of kidney stone,20.95,36.0896
50065,Incision of kidney,22.32,36.0896
50070,Incision of kidney,21.85,36.0896
50075,Removal of kidney stone,27.09,36.0896
50080,Removal of kidney stone,15.74,36.0896
50081,Removal of kidney stone,23.50,36.0896
5010F,Macul result phy/qhp mng dm,0.00,36.0896
50100,Revise kidney blood vessels,17.45,36.0896
50120,Exploration of kidney,17.21,36.0896
50125,Explore and drain kidney,17.82,36.0896
50130,Removal of kidney stone,18.82,36.0896
50135,Exploration of kidney,20.59,36.0896
5015F,Doc fx & test/txmnt for op,0.00,36.0896
5020F,Txmnts 2 phys/qhp by 1 mon,0.00,36.0896
50200,Renal biopsy perq,2.38,36.0896
50205,Renal biopsy open,12.29,36.0896
50220,Remove kidney open,18.68,36.0896
50225,Removal kidney open complex,21.88,36.0896
50230,Removal kidney open radical,23.81,36.0896
50234,Removal of kidney & ureter,24.05,36.0896
50236,Removal of kidney & ureter,26.94,36.0896
50240,Partial removal of kidney,24.21,36.0896
50250,Cryoablate renal mass open,22.22,36.0896
50280,Removal of kidney lesion,17.09,36.0896
50290,Removal of kidney lesion,16.15,36.0896
50300,Remove cadaver donor kidney,0.00,36.0896
50320,Remove kidney living donor,22.43,36.0896
50323,Prep cadaver renal allograft,0.00,36.0896
50325,Prep donor renal graft,0.00,36.0896
50327,Prep renal graft/venous,4.00,36.0896
50328,Prep renal graft/arterial,3.50,36.0896
50329,Prep renal graft/ureteral,3.34,36.0896
50340,Removal of kidney,14.04,36.0896
50360,Transplantation of kidney,39.88,36.0896
50365,Transplantation of kidney,46.13,36.0896
50370,Remove transplanted kidney,18.88,36.0896
50380,Reimplantation of kidney,30.11,36.0896
50382,Change ureter stent percut,5.25,36.0896
50384,Remove ureter stent percut,4.75,36.0896
50385,Change stent via transureth,4.19,36.0896
50386,Remove stent via transureth,3.05,36.0896
50387,Change nephroureteral cath,1.75,36.0896
50389,Remove renal tube w/fluoro,1.10,36.0896
50390,Drainage of kidney lesion,1.96,36.0896
50391,Instll rx agnt into rnal tub,1.96,36.0896
50396,Measure kidney pressure,2.09,36.0896
50400,Revision of kidney/ureter,21.27,36.0896
50405,Revision of kidney/ureter,25.86,36.0896
50430,Njx px nfrosgrm &/urtrgrm,2.90,36.0896
50431,Njx px nfrosgrm &/urtrgrm,1.10,36.0896
50432,Plmt nephrostomy catheter,4.00,36.0896
50433,Plmt nephroureteral catheter,5.05,36.0896
50434,Convert nephrostomy catheter,3.75,36.0896
50435,Exchange nephrostomy cath,1.82,36.0896
50436,Dilat xst trc ndurlgc px,2.78,36.0896
50437,Dilat xst trc new access rcs,4.85,36.0896
5050F,Plan 2 main dr by 1 month,0.00,36.0896
50500,Repair of kidney wound,21.22,36.0896
50520,Close kidney-skin fistula,18.88,36.0896
50525,Close nephrovisceral fistula,24.39,36.0896
50526,Close nephrovisceral fistula,26.31,36.0896
50540,Revision of horseshoe kidney,21.10,36.0896
50541,Laparo ablate renal cyst,16.86,36.0896
50542,Laparo ablate renal mass,21.36,36.0896
50543,Laparo partial nephrectomy,27.41,36.0896
50544,Laparoscopy pyeloplasty,23.37,36.0896
50545,Laparo radical nephrectomy,25.06,36.0896
50546,Laparoscopic nephrectomy,21.87,36.0896
50547,Laparo removal donor kidney,26.34,36.0896
50548,Laparo remove w/ureter,25.36,36.0896
50549,Laparoscope proc renal,0.00,36.0896
50551,Kidney endoscopy,5.59,36.0896
50553,Kidney endoscopy,5.98,36.0896
50555,Kidney endoscopy & biopsy,6.52,36.0896
50557,Kidney endoscopy & treatment,6.61,36.0896
50561,Kidney endoscopy & treatment,7.58,36.0896
50562,Renal scope w/tumor resect,10.90,36.0896
50570,Kidney endoscopy,9.53,36.0896
50572,Kidney endoscopy,10.33,36.0896
50574,Kidney endoscopy & biopsy,11.00,36.0896
50575,Kidney endoscopy,13.96,36.0896
50576,Kidney endoscopy & treatment,10.97,36.0896
50580,Kidney endoscopy & treatment,11.84,36.0896
50590,Fragmenting of kidney stone,9.77,36.0896
50592,Perc rf ablate renal tumor,6.55,36.0896
50593,Perc cryo ablate renal tum,8.88,36.0896
5060F,Fndngs mammo 2pt w/in 3 days,0.00,36.0896
50600,Exploration of ureter,17.17,36.0896
50605,Insert ureteral support,16.79,36.0896
50606,Endoluminal bx urtr rnl plvs,3.16,36.0896
50610,Removal of ureter stone,17.25,36.0896
5062F,Mammo result com to pt 5 day,0.00,36.0896
50620,Removal of ureter stone,16.43,36.0896
50630,Removal of ureter stone,16.21,36.0896
50650,Removal of ureter,18.82,36.0896
50660,Removal of ureter,21.02,36.0896
50684,Injection for ureter x-ray,0.76,36.0896
50686,Measure ureter pressure,1.51,36.0896
50688,Change of ureter tube/stent,1.20,36.0896
50690,Injection for ureter x-ray,1.16,36.0896
50693,Plmt ureteral stent prq,3.96,36.0896
50694,Plmt ureteral stent prq,5.25,36.0896
50695,Plmt ureteral stent prq,6.80,36.0896
50700,Revision of ureter,16.69,36.0896
50705,Ureteral embolization/occl,4.03,36.0896
50706,Balloon dilate urtrl strix,3.80,36.0896
50715,Release of ureter,20.64,36.0896
50722,Release of ureter,17.95,36.0896
50725,Release/revise ureter,20.20,36.0896
50727,Revise ureter,8.28,36.0896
50728,Revise ureter,12.18,36.0896
50740,Fusion of ureter & kidney,20.07,36.0896
50750,Fusion of ureter & kidney,21.22,36.0896
50760,Fusion of ureters,20.07,36.0896
50770,Splicing of ureters,21.22,36.0896
50780,Reimplant ureter in bladder,19.95,36.0896
50782,Reimplant ureter in bladder,19.66,36.0896
50783,Reimplant ureter in bladder,20.70,36.0896
50785,Reimplant ureter in bladder,22.23,36.0896
50800,Implant ureter in bowel,16.41,36.0896
50810,Fusion of ureter & bowel,22.61,36.0896
50815,Urine shunt to intestine,22.26,36.0896
50820,Construct bowel bladder,24.07,36.0896
50825,Construct bowel bladder,30.68,36.0896
50830,Revise urine flow,33.77,36.0896
50840,Replace ureter by bowel,22.39,36.0896
50845,Appendico-vesicostomy,22.46,36.0896
50860,Transplant ureter to skin,17.08,36.0896
50900,Repair of ureter,15.04,36.0896
50920,Closure ureter/skin fistula,15.81,36.0896
50930,Closure ureter/bowel fistula,20.19,36.0896
50940,Release of ureter,15.93,36.0896
50945,Laparoscopy ureterolithotomy,17.97,36.0896
50947,Laparo new ureter/bladder,25.78,36.0896
50948,Laparo new ureter/bladder,23.82,36.0896
50949,Laparoscope proc ureter,0.00,36.0896
50951,Endoscopy of ureter,5.83,36.0896
50953,Endoscopy of ureter,6.23,36.0896
50955,Ureter endoscopy & biopsy,6.74,36.0896
50957,Ureter endoscopy & treatment,6.78,36.0896
50961,Ureter endoscopy & treatment,6.04,36.0896
50970,Ureter endoscopy,7.13,36.0896
50972,Ureter endoscopy & catheter,6.88,36.0896
50974,Ureter endoscopy & biopsy,9.16,36.0896
50976,Ureter endoscopy & treatment,9.03,36.0896
50980,Ureter endoscopy & treatment,6.84,36.0896
5100F,Rsk fx ref w/n 24 hrs xray,0.00,36.0896
51020,Incise & treat bladder,7.69,36.0896
51030,Incise & treat bladder,7.81,36.0896
51040,Incise & drain bladder,4.49,36.0896
51045,Incise bladder/drain ureter,7.81,36.0896
51050,Removal of bladder stone,7.97,36.0896
51060,Removal of ureter stone,9.95,36.0896
51065,Remove ureter calculus,9.95,36.0896
51080,Drainage of bladder abscess,6.71,36.0896
51100,Drain bladder by needle,0.78,36.0896
51101,Drain bladder by trocar/cath,1.02,36.0896
51102,Drain bl w/cath insertion,2.70,36.0896
51500,Removal of bladder cyst,11.05,36.0896
51520,Removal of bladder lesion,10.21,36.0896
51525,Removal of bladder lesion,15.42,36.0896
51530,Removal of bladder lesion,13.71,36.0896
51535,Repair of ureter lesion,13.90,36.0896
51550,Partial removal of bladder,17.23,36.0896
51555,Partial removal of bladder,23.18,36.0896
51565,Revise bladder & ureter(s),23.68,36.0896
51570,Removal of bladder,27.46,36.0896
51575,Removal of bladder & nodes,34.18,36.0896
51580,Remove bladder/revise tract,35.37,36.0896
51585,Removal of bladder & nodes,39.64,36.0896
51590,Remove bladder/revise tract,36.33,36.0896
51595,Remove bladder/revise tract,41.32,36.0896
51596,Remove bladder/create pouch,44.26,36.0896
51597,Removal of pelvic structures,42.86,36.0896
51600,Injection for bladder x-ray,0.88,36.0896
51605,Preparation for bladder xray,0.64,36.0896
51610,Injection for bladder x-ray,1.05,36.0896
51700,Irrigation of bladder,0.60,36.0896
51701,Insert bladder catheter,0.50,36.0896
51702,Insert temp bladder cath,0.50,36.0896
51703,Insert bladder cath complex,1.47,36.0896
51705,Change of bladder tube,0.90,36.0896
51710,Change of bladder tube,1.35,36.0896
51715,Endoscopic injection/implant,3.73,36.0896
51720,Treatment of bladder lesion,0.87,36.0896
51725,Simple cystometrogram,1.51,36.0896
51725,Simple cystometrogram,0.00,36.0896
51725,Simple cystometrogram,1.51,36.0896
51726,Complex cystometrogram,1.71,36.0896
51726,Complex cystometrogram,0.00,36.0896
51726,Complex cystometrogram,1.71,36.0896
51727,Cystometrogram w/up,2.11,36.0896
51727,Cystometrogram w/up,0.00,36.0896
51727,Cystometrogram w/up,2.11,36.0896
51728,Cystometrogram w/vp,2.11,36.0896
51728,Cystometrogram w/vp,0.00,36.0896
51728,Cystometrogram w/vp,2.11,36.0896
51729,Cystometrogram w/vp&up,2.51,36.0896
51729,Cystometrogram w/vp&up,0.00,36.0896
51729,Cystometrogram w/vp&up,2.51,36.0896
51736,Urine flow measurement,0.17,36.0896
51736,Urine flow measurement,0.00,36.0896
51736,Urine flow measurement,0.17,36.0896
51741,Electro-uroflowmetry first,0.17,36.0896
51741,Electro-uroflowmetry first,0.00,36.0896
51741,Electro-uroflowmetry first,0.17,36.0896
51784,Anal/urinary muscle study,0.75,36.0896
51784,Anal/urinary muscle study,0.00,36.0896
51784,Anal/urinary muscle study,0.75,36.0896
51785,Anal/urinary muscle study,1.53,36.0896
51785,Anal/urinary muscle study,0.00,36.0896
51785,Anal/urinary muscle study,1.53,36.0896
51792,Urinary reflex study,1.10,36.0896
51792,Urinary reflex study,0.00,36.0896
51792,Urinary reflex study,1.10,36.0896
51797,Intraabdominal pressure test,0.80,36.0896
51797,Intraabdominal pressure test,0.00,36.0896
51797,Intraabdominal pressure test,0.80,36.0896
51798,Us urine capacity measure,0.00,36.0896
51800,Revision of bladder/urethra,18.89,36.0896
51820,Revision of urinary tract,19.59,36.0896
51840,Attach bladder/urethra,11.36,36.0896
51841,Attach bladder/urethra,13.68,36.0896
51845,Repair bladder neck,10.15,36.0896
51860,Repair of bladder wound,12.60,36.0896
51865,Repair of bladder wound,15.80,36.0896
51880,Repair of bladder opening,7.87,36.0896
51900,Repair bladder/vagina lesion,14.63,36.0896
51920,Close bladder-uterus fistula,13.41,36.0896
51925,Hysterectomy/bladder repair,17.53,36.0896
51940,Correction of bladder defect,30.66,36.0896
51960,Revision of bladder & bowel,25.40,36.0896
51980,Construct bladder opening,12.57,36.0896
51990,Laparo urethral suspension,13.36,36.0896
51992,Laparo sling operation,14.87,36.0896
51999,Laparoscope proc bla,0.00,36.0896
5200F,Eval appros surg thxpy epi,0.00,36.0896
52000,Cystoscopy,1.53,36.0896
52001,Cystoscopy removal of clots,5.44,36.0896
52005,Cystoscopy & ureter catheter,2.37,36.0896
52007,Cystoscopy and biopsy,3.02,36.0896
52010,Cystoscopy & duct catheter,3.02,36.0896
52204,Cystoscopy w/biopsy(s),2.59,36.0896
52214,Cystoscopy and treatment,3.50,36.0896
52224,Cystoscopy and treatment,4.05,36.0896
52234,Cystoscopy and treatment,4.62,36.0896
52235,Cystoscopy and treatment,5.44,36.0896
52240,Cystoscopy and treatment,7.50,36.0896
52250,Cystoscopy and radiotracer,4.49,36.0896
52260,Cystoscopy and treatment,3.91,36.0896
52265,Cystoscopy and treatment,2.94,36.0896
52270,Cystoscopy & revise urethra,3.36,36.0896
52275,Cystoscopy & revise urethra,4.69,36.0896
52276,Cystoscopy and treatment,4.99,36.0896
52277,Cystoscopy and treatment,6.16,36.0896
52281,Cystoscopy and treatment,2.75,36.0896
52282,Cystoscopy implant stent,6.39,36.0896
52283,Cystoscopy and treatment,3.73,36.0896
52285,Cystoscopy and treatment,3.60,36.0896
52287,Cystoscopy chemodenervation,3.20,36.0896
52290,Cystoscopy and treatment,4.58,36.0896
52300,Cystoscopy and treatment,5.30,36.0896
52301,Cystoscopy and treatment,5.50,36.0896
52305,Cystoscopy and treatment,5.30,36.0896
52310,Cystoscopy and treatment,2.81,36.0896
52315,Cystoscopy and treatment,5.20,36.0896
52317,Remove bladder stone,6.71,36.0896
52318,Remove bladder stone,9.18,36.0896
52320,Cystoscopy and treatment,4.69,36.0896
52325,Cystoscopy stone removal,6.15,36.0896
52327,Cystoscopy inject material,5.18,36.0896
52330,Cystoscopy and treatment,5.03,36.0896
52332,Cystoscopy and treatment,2.82,36.0896
52334,Create passage to kidney,3.37,36.0896
52341,Cysto w/ureter stricture tx,5.35,36.0896
52342,Cysto w/up stricture tx,5.85,36.0896
52343,Cysto w/renal stricture tx,6.55,36.0896
52344,Cysto/uretero stricture tx,7.05,36.0896
52345,Cysto/uretero w/up stricture,7.55,36.0896
52346,Cystouretero w/renal strict,8.58,36.0896
52351,Cystouretero & or pyeloscope,5.75,36.0896
52352,Cystouretero w/stone remove,6.75,36.0896
52353,Cystouretero w/lithotripsy,7.50,36.0896
52354,Cystouretero w/biopsy,8.00,36.0896
52355,Cystouretero w/excise tumor,9.00,36.0896
52356,Cysto/uretero w/lithotripsy,8.00,36.0896
52400,Cystouretero w/congen repr,8.69,36.0896
52402,Cystourethro cut ejacul duct,5.27,36.0896
52441,Cystourethro w/implant,4.00,36.0896
52442,Cystourethro w/addl implant,1.01,36.0896
52450,Incision of prostate,7.78,36.0896
5250F,Asthma discharge plan presnt,0.00,36.0896
52500,Revision of bladder neck,8.14,36.0896
52601,Prostatectomy (turp),13.16,36.0896
52630,Remove prostate regrowth,6.55,36.0896
52640,Relieve bladder contracture,4.79,36.0896
52647,Laser surgery of prostate,11.30,36.0896
52648,Laser surgery of prostate,12.15,36.0896
52649,Prostate laser enucleation,14.56,36.0896
52700,Drainage of prostate abscess,7.49,36.0896
53000,Incision of urethra,2.33,36.0896
53010,Incision of urethra,4.45,36.0896
53020,Incision of urethra,1.77,36.0896
53025,Incision of urethra,1.13,36.0896
53040,Drainage of urethra abscess,6.55,36.0896
53060,Drainage of urethra abscess,2.68,36.0896
53080,Drainage of urinary leakage,6.92,36.0896
53085,Drainage of urinary leakage,11.18,36.0896
53200,Biopsy of urethra,2.59,36.0896
53210,Removal of urethra,13.72,36.0896
53215,Removal of urethra,16.85,36.0896
53220,Treatment of urethra lesion,7.63,36.0896
53230,Removal of urethra lesion,10.44,36.0896
53235,Removal of urethra lesion,10.99,36.0896
53240,Surgery for urethra pouch,7.08,36.0896
53250,Removal of urethra gland,6.52,36.0896
53260,Treatment of urethra lesion,3.03,36.0896
53265,Treatment of urethra lesion,3.17,36.0896
53270,Removal of urethra gland,3.14,36.0896
53275,Repair of urethra defect,4.57,36.0896
53400,Revise urethra stage 1,14.13,36.0896
53405,Revise urethra stage 2,15.66,36.0896
53410,Reconstruction of urethra,17.68,36.0896
53415,Reconstruction of urethra,20.70,36.0896
53420,Reconstruct urethra stage 1,15.17,36.0896
53425,Reconstruct urethra stage 2,17.07,36.0896
53430,Reconstruction of urethra,17.43,36.0896
53431,Reconstruct urethra/bladder,21.18,36.0896
53440,Male sling procedure,13.36,36.0896
53442,Remove/revise male sling,13.49,36.0896
53444,Insert tandem cuff,14.19,36.0896
53445,Insert uro/ves nck sphincter,13.00,36.0896
53446,Remove uro sphincter,11.02,36.0896
53447,Remove/replace ur sphincter,14.28,36.0896
53448,Remov/replc ur sphinctr comp,23.44,36.0896
53449,Repair uro sphincter,10.56,36.0896
53450,Revision of urethra,6.77,36.0896
53460,Revision of urethra,7.75,36.0896
53500,Urethrlys transvag w/ scope,13.00,36.0896
53502,Repair of urethra injury,8.26,36.0896
53505,Repair of urethra injury,8.26,36.0896
53510,Repair of urethra injury,10.96,36.0896
53515,Repair of urethra injury,14.22,36.0896
53520,Repair of urethra defect,9.48,36.0896
53600,Dilate urethra stricture,1.21,36.0896
53601,Dilate urethra stricture,0.98,36.0896
53605,Dilate urethra stricture,1.28,36.0896
53620,Dilate urethra stricture,1.62,36.0896
53621,Dilate urethra stricture,1.35,36.0896
53660,Dilation of urethra,0.71,36.0896
53661,Dilation of urethra,0.72,36.0896
53665,Dilation of urethra,0.76,36.0896
53850,Prostatic microwave thermotx,5.42,36.0896
53852,Prostatic rf thermotx,5.93,36.0896
53854,Trurl dstrj prst8 tiss rf wv,5.93,36.0896
53855,Insert prost urethral stent,1.64,36.0896
53860,Transurethral rf treatment,3.97,36.0896
53899,Urology surgery procedure,0.00,36.0896
54000,Slitting of prepuce,1.59,36.0896
54001,Slitting of prepuce,2.24,36.0896
54015,Drain penis lesion,5.36,36.0896
54050,Destruction penis lesion(s),1.29,36.0896
54055,Destruction penis lesion(s),1.25,36.0896
54056,Cryosurgery penis lesion(s),1.29,36.0896
54057,Laser surg penis lesion(s),1.29,36.0896
54060,Excision of penis lesion(s),1.98,36.0896
54065,Destruction penis lesion(s),2.47,36.0896
54100,Biopsy of penis,1.90,36.0896
54105,Biopsy of penis,3.54,36.0896
54110,Treatment of penis lesion,10.92,36.0896
54111,Treat penis lesion graft,14.42,36.0896
54112,Treat penis lesion graft,16.98,36.0896
54115,Treatment of penis lesion,6.95,36.0896
54120,Partial removal of penis,11.01,36.0896
54125,Removal of penis,14.56,36.0896
54130,Remove penis & nodes,21.84,36.0896
54135,Remove penis & nodes,28.17,36.0896
54150,Circumcision w/regionl block,1.90,36.0896
54160,Circumcision neonate,2.53,36.0896
54161,Circum 28 days or older,3.32,36.0896
54162,Lysis penil circumic lesion,3.32,36.0896
54163,Repair of circumcision,3.32,36.0896
54164,Frenulotomy of penis,2.82,36.0896
54200,Treatment of penis lesion,1.11,36.0896
54205,Treatment of penis lesion,8.97,36.0896
54220,Treatment of penis lesion,2.42,36.0896
54230,Prepare penis study,1.34,36.0896
54231,Dynamic cavernosometry,2.04,36.0896
54235,Penile injection,1.19,36.0896
54240,Penis study,1.31,36.0896
54240,Penis study,0.00,36.0896
54240,Penis study,1.31,36.0896
54250,Penis study,2.22,36.0896
54250,Penis study,0.00,36.0896
54250,Penis study,2.22,36.0896
54300,Revision of penis,11.20,36.0896
54304,Revision of penis,13.28,36.0896
54308,Reconstruction of urethra,12.62,36.0896
54312,Reconstruction of urethra,14.51,36.0896
54316,Reconstruction of urethra,18.05,36.0896
54318,Reconstruction of urethra,12.43,36.0896
54322,Reconstruction of urethra,13.98,36.0896
54324,Reconstruction of urethra,17.55,36.0896
54326,Reconstruction of urethra,17.02,36.0896
54328,Revise penis/urethra,16.89,36.0896
54332,Revise penis/urethra,18.37,36.0896
